title,postexcerpt
Official: Japanese Space Commitment Still Strong,"COLORADO SPRINGS, Colo. — Japan’s space budget will take a hit as resources are diverted to recovery efforts following the March 11 earthquake and tsunami, but the Japanese government is determined to maintain most space investment efforts, a top Japanese official said April 13."
Shelton: Now is the Time To Ponder New Space Architectures,"COLORADO SPRINGS, Colo. — The U.S. Air Force is likely to face increasingly austere budgets in the years ahead, and with a steady set of mission requirements, it must plan future space missions differently, the commander of Air Force Space Command said April 12."
Steidle To Take Helm of Commercial Space Group,"WASHINGTON —  Retired U.S. Navy Adm. Craig Steidle is taking the helm of the Commercial Spaceflight Federation (CSF), becoming the 5-year-old organization’s first full-time president, effective May 15. An announcement was made April 13 at the National Space Symposium in Colorado Springs, Colo."
"After Servicing the Space Station, SpaceX’s Priority is Taking on EELV","COLORADO SPRINGS, Colo. — The chief executive of startup launch services provider SpaceX on April 12 said entering into direct competition with today’s Atlas 5 and Delta 4 rockets for U.S. Air Force business is the company’s second-highest priority after developing a cargo service to the international space station."
France Reluctant Yet Hopeful on Cooperative Military Space Programs,"PARIS — The French military is hesitant to commit itself to pan-European programs in space surveillance, navigation and Earth observation because of concerns over these programs’ security and the difficulty of coordinating the desires of individual governments, the head of France’s new space command said April 5."
Museums Make Final Pitches for Retired Space Shuttles,"HOUSTON — With NASA set to announce April 12 where its space shuttles will be retired for public display, museums nationwide are putting forth their final pitches as to why they should be bestowed an orbiter."
United States and Brazil Extend Space Cooperation Accord,WASHINGTON — The United States and Brazil signed a framework agreement March 19 that builds on a 15-year-old space exploration accord and expands cooperative efforts in climate monitoring and exploration systems over the next 20 years.
"Marc Johansen, President, National Space Club","The National Space Club was founded in 1957 following the launch of the Soviet Union’s Sputnik satellite to promote U.S. pre-eminence in space, mainly by facilitating government-industry interaction through events such as the Goddard Memorial Dinner, referred to informally these days as the “space prom.”"
Soyuz Capsule Lands Safely With Space Station Crew,"A Russian Soyuz spacecraft landed March 16 in Kazakhstan, bringing a NASA astronaut and two Russian cosmonauts safely back to Earth after a months-long stay at the international space station."
"Mark Uhran, Assistant Associate Administrator, International Space Station, NASA","With construction of the international space station (ISS) complete, 2011 is supposed to usher in full-scale scientific utilization of the $100 billion outpost. But uncertainties abound."
USAF’s X-37B Minishuttle Returns to Space on Atlas 5,"After being delayed a day by bad weather, the U.S. Air Force’s second X-37B robotic space plane blasted off from Florida March 5 on a classified mission."
"Hiroshi Yamakawa, Secretary General, Strategic Headquarters for Space Policy, Japan","Japan’s Strategic Headquarters for Space Policy (SHSP) is striving to meet an August deadline for delivering a plan for reorganizing the nation’s space activities to conform with the Basic Space Law, a 2008 statute that lifted a ban on using space for military purposes and called for establishing Cabinet-level management of Japanese space programs in order to better serve national needs."
"Brig. Gen. (select) Roger Teague, Director, Air Force Space and Missile Systems Center’s Infrared Space Systems Directorate","When a U.S. Air Force C-5 cargo plane took off March 2 from Moffett Field, Calif., bound for Cape Canaveral Air Force Station, Fla., carrying the first dedicated missile warning spacecraft in the Space Based Infrared System (SBIRS), Brig. Gen. (select) Roger Teague was aboard as well."
Virgin Galactic Signs Deal To Launch Scientists to Edge of Space,"NEW YORK — The space tourism company Virgin Galactic, which is building a fleet of reusable private spaceships, has inked a landmark deal to fly scientists into suborbital space for research."
NASA Chief Defends Space Budget Proposal to Congress,NASA Administrator Charles Bolden visited Capitol Hill March 2 to defend the space agency’s 2012 budget request against detractors in Congress who said it did not adhere closely enough to the plans they approved last year.
Top 5 Companies To Watch: Loral Space and Communications,"Loral Space and Communications is unusual in the space industry for a few reasons: It is both a major satellite manufacturer and a traditional fixed satellite services operator; its manufacturing business has been highly successful in recent years despite having no government customers to speak of; and while it is the majority shareholder in satellite operator Telesat of Ottawa, Canadian interests control that company by virtue of Canadian telecommunications policy."
Second ATV Carrier Docks at International Space Station,"TOULOUSE, France — Europe’s ATV-2 cargo carrier on Feb. 24 docked automatically to the international space station in the second of a planned five ATV missions that together will pay Europe’s share of station operating costs through mid-2017."
